eur/gbp, 1
gbp/usd, 0, 0
usd/chf, 1
usd/chf, 0, 1
aud/usd, 1
usd/jpy, 1
usd/jpy, 1
eur/gbp, 1
eur/gbp, 0, 0
eur/gbp, 0, 1
gbp/usd, 1
gbp/usd, 1
gbp/usd, 0, 0
gbp/usd, 1
gbp/usd, 1
usd/chf, 0, 1
gbp/usd, 0, 1
usd/chf, 1
usd/chf, 0, 0
aud/usd, 0, 0
usd/jpy, 0, 0
usd/chf, 
usd/jpy, 1
usd/chf, 1
gbp/usd, 0, 1
aud/usd, 0, 0
aud/usd, 0, 0
eur/gbp, 1
eur/gbp, 0, 0
gbp/usd, 1
eur/gbp, 0, 1
eur/gbp, 0, 0
aud/usd, 1
gbp/usd, 1
aud/usd, 0, 1
usd/chf, 1
aud/usd, 1
usd/chf, 1
gbp/usd, 0, 0
eur/usd, 0, 1
eur/usd, usd/jpy, usd/jpy, usd/chf, usd/chf, aud/usd, eur/usd, aud/usd, usd/jpy, aud/usd, usd/chf, usd/chf, eur/gbp, usd/jpy, 0, 1
usd/jpy, 0, 1
usd/jpy, 1
aud/usd, 1
aud/usd, 1
eur/usd, 1
eur/usd, 0, 1
aud/usd, 1
usd/jpy, 1
eur/gbp, 1
aud/usd, 0, 0
eur/usd, 1
eur/gbp, 0, 0
usd/jpy, 1
usd/jpy, 1
1
1
usd/chf, 2022-05-04 22:40:06.803941: usd/chf, 2022-05-04 23:55:08.475237: eur/gbp, 2022-05-05 00:09:08.605473: eur/gbp, 2022-05-05 00:17:08.985068: eur/gbp, 2022-05-05 00:36:07.855857: eur/gbp, 1
2022-05-05 00:47:06.883854: eur/gbp, 0, 0, 0
2022-05-05 01:15:10.773637: eur/gbp, 1
